HOLEID,FROM,TO,DOMAIN,ROCKTYPE,WEATH
MRV113,0,1,I1,QzP,OX
MRV113,1,2,I1,QzP,OX
MRV113,2,3,I1,QzP,OX
MRV113,3,4,I1,QzP,OX
MRV113,4,5,I1,QzP,OX
MRV113,5,6,I1,QzP,OX
MRV113,6,7,I1,QzP,OX
MRV113,7,8,I1,QzP,OX
MRV113,8,9,I1,QzP,OX
MRV113,9,10,I1,QzP,OX
MRV113,10,11,I1,QzP,OX
MRV113,11,12,I1,QzP,OX
MRV113,12,13,I1,QzP,OX
MRV113,13,14,I1,QzP,OX
MRV113,14,15,I1,QzP,OX
MRV113,15,16,I1,QzP,OX
MRV113,16,17,I1,QzP,OX
MRV113,17,18,I1,QzP,OX
MRV113,18,19,I1,QzP,OX
MRV113,19,20,I1,QzP,OX
MRV113,20,21,I1,QzP,OX
MRV113,21,22,I1,QzP,OX
MRV113,22,23,I1,QzP,OX
MRV113,23,24,I1,QzP,OX
MRV113,24,25,I1,QzP,OX
MRV113,25,26,I1,QzP,OX
MRV113,26,27,I1,QzP,OX
MRV113,27,28,I1,QzP,OX
MRV113,28,29,I1,QzP,OX
MRV113,29,30,I1,QzP,OX
MRV113,30,31,I1,QzP,OX
MRV113,31,32,I1,QzP,OX
MRV113,32,33,I1,QzP,OX
MRV113,33,34,I1,QzP,OX
MRV113,34,35,I1,QzP,OX
MRV113,35,36,I1,QzP,OX
MRV113,36,37,I1,QzP,MX
MRV113,37,38,I1,QzP,MX
MRV113,38,39,I1,QzP,MX
MRV113,39,40,I1,QzP,MX
MRV113,40,41,I1,QzP,MX
MRV113,41,42,I1,QzP,MX
MRV113,42,43,I1,QzP,MX
MRV113,43,44,I1,QzP,MX
MRV113,44,45,I1,QzP,MX
MRV113,45,46,I1,QzP,MX
MRV113,46,47,I1,QzP,MX
MRV113,47,48,I1,QzP,MX
MRV113,48,49,I1,QzP,MX
MRV113,49,50,I1,QzP,MX
MRV113,50,51,I1,QzP,MX
MRV113,51,52,I1,QzP,MX
MRV113,52,53,I1,QzP,MX
MRV113,53,54,I1,QzP,MX
MRV113,54,55,I1,QzP,MX
MRV113,55,56,I1,QzP,MX
MRV113,56,57,I1,QzP,MX
MRV113,57,58,I1,QzP,MX
MRV113,58,59,I1,QzP,MX
MRV113,59,60,I1,QzP,MX
MRV113,60,61,I1,QzP,MX
MRV113,61,62,I1,QzP,MX
MRV113,62,63,I1,QzP,MX
MRV113,63,64,I1,QzP,MX
MRV113,64,65,I1,QzP,MX
MRV113,65,66,I1,QzP,MX
MRV113,66,67,I1,QzP,MX
MRV113,67,68,I1,QzP,MX
MRV113,68,69,I1,QzP,MX
MRV113,69,70,I1,QzP,MX
MRV113,70,71,I1,QzP,MX
MRV113,71,72,I1,QzP,MX
MRV113,72,73,I1,QzP,MX
MRV113,73,74,I1,QzP,MX
MRV113,74,75,I1,QzP,MX
MRV113,75,76,I1,QzP,MX
MRV113,76,77,I1,QzP,MX
MRV113,77,78,I1,QzP,MX
MRV113,78,79,I1,QzP,MX
MRV113,79,80,I1,QzP,MX
MRV113,80,81,I1,QzP,MX
MRV113,81,82,I1,QzP,MX
MRV113,82,83,I1,QzP,MX
MRV113,83,84,I1,QzP,MX
MRV113,84,85,I1,QzP,MX
MRV113,85,86,I1,QzP,MX
MRV113,86,87,D2,AvT,MX
MRV113,87,88,D2,AvT,MX
MRV113,88,89,D2,AvT,MX
MRV113,89,90,D2,AvT,MX
MRV113,90,91,D2,AvT,MX
MRV113,91,92,D2,AvT,PM
MRV113,92,93,D2,AvT,PM
MRV113,93,94,D2,AvT,PM
MRV113,94,95,D2,AvT,PM
MRV113,95,96,D2,AvT,PM
MRV113,96,97,D2,AvT,PM
MRV113,97,98,D2,AvT,PM
MRV113,98,99,D2,AvT,PM
MRV113,99,100,D2,AvT,PM
MRV113,100,101,D2,AvT,PM
MRV113,101,102,D2,AvT,PM
MRV113,102,103,D2,AvT,PM
MRV113,103,104,D2,AvT,PM
MRV113,104,105,D2,AvT,PM
MRV113,105,106,D2,AvT,PM
MRV113,106,107,D2,AvT,PM
MRV113,107,108,D2,AvT,PM
MRV113,108,109,D2,AvT,PM
MRV113,109,110,D2,AvT,PM
MRV113,110,111,D2,AvT,PM
MRV113,111,112,D2,AvT,PM
MRV113,112,113,D2,AvT,PM
MRV113,113,114,D2,AvT,PM
MRV113,114,115,D2,AvT,PM
MRV113,115,116,D2,AvT,PM
MRV113,116,117,D2,AvT,PM
MRV113,117,118,D2,AvT,PM
MRV113,118,119,D2,AvT,PM
MRV113,119,120,D2,AvT,PM
MRV113,120,121,D2,AvT,PM
MRV113,121,122,D2,AvT,PM
MRV113,122,123,D2,AvT,PM
MRV113,123,124,D2,AvT,PM
MRV113,124,125,D2,AvT,PM
MRV113,125,126,D2,AvT,PM
MRV113,126,127,D2,AvT,PM
MRV113,127,128,D2,AvT,PM
MRV113,128,129,D2,AvT,PM
MRV113,129,130,D2,AvT,PM
MRV113,130,131,D2,AvT,PM
MRV113,131,132,D2,AvT,PM
MRV113,132,133,D2,AvT,PM
MRV113,133,134,D2,AvT,PM
MRV113,134,135,D2,AvT,PM
MRV113,135,136,D2,AvT,PM
MRV113,136,137,D3,AvT,PM
MRV113,137,138,D3,AvT,PM
MRV113,138,139,D3,AvT,PM
MRV113,139,140,D3,AvT,PM
MRV113,140,141,D3,AvT,PM
MRV113,141,142,D3,AvT,PM
MRV113,142,143,D3,AvT,PM
MRV113,143,144,D3,AvT,PM
MRV113,144,145,D3,AvT,PM
MRV113,145,146,D3,AvT,PM
MRV113,146,147,D3,AvT,PM
MRV113,147,148,D3,AvT,PM
MRV113,148,149,D3,AvT,PM
MRV113,149,150,D3,AvT,PM
MRV113,150,151,D3,AvT,PM
MRV113,151,152,D3,AvT,PM
MRV113,152,153,D3,AvT,PM
MRV113,153,154,D3,AvT,PM
MRV113,154,155,D3,AvT,PM
MRV113,155,156,D3,AvT,PM
MRV113,156,157,D3,AvT,PM
MRV113,157,158,D3,AvT,PM
MRV113,158,159,D3,AvT,PM
MRV113,159,160,D3,AvT,PM
MRV113,160,161,D3,AvT,PM
MRV113,161,162,D3,AvT,PM
MRV113,162,163,D3,AvT,PM
MRV113,163,164,D3,AvT,PM
MRV113,164,165,D3,AvT,PM
MRV113,165,166,D3,AvT,PM
MRV113,166,167,D3,AvT,PM
MRV113,167,168,D3,AvT,PM
MRV113,168,169,D3,AvT,PM
MRV113,169,170,D3,AvT,PM
MRV113,170,171,D3,AvT,PM
MRV113,171,172,D3,AvT,PM
MRV113,172,173,D3,AvT,PM
MRV113,173,174,D3,AvT,PM
MRV113,174,175,D3,AvT,PM
MRV113,175,176,D3,AvT,PM
MRV113,176,177,D3,AvT,PM
MRV113,177,178,D3,AvT,PM
MRV113,178,179,D3,AvT,PM
MRV113,179,180,D3,AvT,PM
MRV113,180,181,D3,AvT,PM
MRV113,181,182,D3,AvT,PM
MRV113,182,183,D3,AvT,PM
MRV113,183,184,D3,AvT,PM
MRV113,184,185,D3,AvT,PM
MRV113,185,186,D3,AvT,PM
MRV113,186,187,D3,AvT,PM
MRV113,187,188,D3,AvT,PM
MRV113,188,189,D3,AvT,PM
MRV113,189,190,D3,AvT,PM
MRV113,190,191,D3,AvT,PM
MRV113,191,192,D3,AvT,PM
MRV113,192,193,D3,AvT,PM
MRV113,193,194,D3,AvT,PM
MRV113,194,195,D3,AvT,PM
MRV113,195,196,D3,AvT,PM
MRV113,196,197,D3,AvT,PM
MRV113,197,198,D3,AvT,PM
MRV113,198,199,D3,AvT,PM
MRV113,199,200,D3,AvT,PM
MRV113,200,201,D3,AvT,PM
MRV113,201,202,D3,AvT,PM
MRV113,202,203,D3,AvT,PM
MRV113,203,204,D3,AvT,PM
MRV113,204,205,D3,AvT,PM
MRV113,205,206,D3,AvT,PM
MRV113,206,207,D3,AvT,PM
MRV113,207,208,D3,AvT,PM
MRV113,208,209,D3,AvT,PM
MRV113,209,210,D3,AvT,PM
MRV113,210,211,D3,AvT,PM
MRV113,211,212,D3,AvT,PM
MRV113,212,213,D3,AvT,PM
MRV113,213,214,D3,AvT,PM
MRV113,214,215,D3,AvT,PM
MRV113,215,216,D3,AvT,PM
MRV113,216,217,D3,AvT,PM
MRV113,217,218,D3,AvT,PM
MRV113,218,219,D3,AvT,PM
MRV113,219,220,D3,AvT,PM
MRV113,220,221,D3,AvT,PM
MRV113,221,222,D3,AvT,PM
MRV113,222,223,D3,AvT,PM
MRV113,223,224,D3,AvT,PM
MRV113,224,225,D3,AvT,PM
MRV113,225,226,D3,AvT,PM
MRV113,226,227,D3,AvT,PM
MRV113,227,228,D3,AvT,PM
MRV113,228,229,D3,AvT,PM
MRV113,229,230,D3,AvT,PM
MRV113,230,231,D3,AvT,PM
MRV113,231,232,D3,AvT,PM
MRV113,232,233,D3,AvT,PM
MRV113,233,234,D3,AvT,PM
MRV113,234,235,D3,AvT,PM
MRV113,235,236,D3,AvT,PM
MRV113,236,237,D3,AvT,PM
MRV113,237,238,D3,AvT,PM
MRV113,238,239,D3,AvT,PM
MRV113,239,240,D3,AvT,PM
MRV113,240,241,D3,AvT,PM
MRV113,241,242,D3,AvT,PM
MRV113,242,243,D3,AvT,PM
MRV113,243,244,D3,AvT,PM
MRV113,244,245,D3,AvT,PM
MRV113,245,246,D3,AvT,PM
MRV113,246,247,D3,AvT,PM
MRV113,247,248,D3,AvT,PM
MRV113,248,249,D3,AvT,PM
MRV113,249,250,D3,AvT,PM
MRV114,0,1,I1,QzP,OX
MRV114,1,2,I1,QzP,OX
MRV114,2,3,I1,QzP,OX
MRV114,3,4,I1,QzP,OX
MRV114,4,5,I1,QzP,OX
MRV114,5,6,I1,QzP,OX
MRV114,6,7,I1,QzP,OX
MRV114,7,8,I1,QzP,OX
MRV114,8,9,I1,QzP,OX
MRV114,9,10,I1,QzP,OX
MRV114,10,11,I1,QzP,OX
MRV114,11,12,I1,QzP,OX
MRV114,12,13,I1,QzP,OX
MRV114,13,14,I1,QzP,OX
MRV114,14,15,I1,QzP,OX
MRV114,15,16,I1,QzP,OX
MRV114,16,17,I1,QzP,OX
MRV114,17,18,I1,QzP,OX
MRV114,18,19,I1,QzP,OX
MRV114,19,20,I1,QzP,OX
MRV114,20,21,I1,QzP,OX
MRV114,21,22,I1,QzP,OX
MRV114,22,23,I1,QzP,OX
MRV114,23,24,I1,QzP,OX
MRV114,24,25,I1,QzP,OX
MRV114,25,26,I1,QzP,OX
MRV114,26,27,I1,QzP,OX
MRV114,27,28,I1,QzP,OX
MRV114,28,29,I1,QzP,OX
MRV114,29,30,I1,QzP,OX
MRV114,30,31,I1,QzP,OX
MRV114,31,32,I1,QzP,OX
MRV114,32,33,I1,QzP,OX
MRV114,33,34,I1,QzP,OX
MRV114,34,35,I1,QzP,OX
MRV114,35,36,I1,QzP,OX
MRV114,36,37,I1,QzP,MX
MRV114,37,38,I1,QzP,MX
MRV114,38,39,I1,QzP,MX
MRV114,39,40,I1,QzP,MX
MRV114,40,41,I1,QzP,MX
MRV114,41,42,I1,QzP,MX
MRV114,42,43,I1,QzP,MX
MRV114,43,44,I1,QzP,MX
MRV114,44,45,I1,QzP,MX
MRV114,45,46,I1,QzP,MX
MRV114,46,47,I1,QzP,MX
MRV114,47,48,I1,QzP,MX
MRV114,48,49,I1,QzP,MX
MRV114,49,50,I1,QzP,MX
MRV114,50,51,I1,QzP,MX
MRV114,51,52,I1,QzP,MX
MRV114,52,53,I1,QzP,MX
MRV114,53,54,I1,QzP,MX
MRV114,54,55,I1,QzP,MX
MRV114,55,56,I1,QzP,MX
MRV114,56,57,I1,QzP,MX
MRV114,57,58,I1,QzP,MX
MRV114,58,59,I1,QzP,MX
MRV114,59,60,I1,QzP,MX
MRV114,60,61,I1,QzP,MX
MRV114,61,62,I1,QzP,MX
MRV114,62,63,I1,QzP,MX
MRV114,63,64,I1,QzP,MX
MRV114,64,65,I1,QzP,MX
MRV114,65,66,I1,QzP,MX
MRV114,66,67,I1,QzP,MX
MRV114,67,68,I1,QzP,MX
MRV114,68,69,I1,QzP,MX
MRV114,69,70,I1,QzP,MX
MRV114,70,71,I1,QzP,MX
MRV114,71,72,I1,QzP,MX
MRV114,72,73,I1,QzP,MX
MRV114,73,74,I1,QzP,MX
MRV114,74,75,I1,QzP,MX
MRV114,75,76,I1,QzP,MX
MRV114,76,77,I1,QzP,MX
MRV114,77,78,I1,QzP,MX
MRV114,78,79,I1,QzP,MX
MRV114,79,80,I1,QzP,MX
MRV114,80,81,I1,QzP,MX
MRV114,81,82,I1,QzP,MX
MRV114,82,83,I1,QzP,MX
MRV114,83,84,I1,QzP,MX
MRV114,84,85,I1,QzP,MX
MRV114,85,86,I1,QzP,MX
MRV114,86,87,I1,QzP,MX
MRV114,87,88,I1,QzP,MX
MRV114,88,89,I1,QzP,MX
MRV114,89,90,I1,QzP,MX
MRV114,90,91,I1,QzP,MX
MRV114,91,92,I1,QzP,MX
MRV114,92,93,I1,QzP,MX
MRV114,93,94,I1,QzP,MX
MRV114,94,95,I1,QzP,MX
MRV114,95,96,I1,QzP,MX
MRV114,96,97,I1,QzP,MX
MRV114,97,98,I1,QzP,MX
MRV114,98,99,I1,QzP,MX
MRV114,99,100,I1,QzP,MX
MRV114,100,101,I1,QzP,MX
MRV114,101,102,I1,QzP,MX
MRV114,102,103,I1,QzP,MX
MRV114,103,104,I1,QzP,MX
MRV114,104,105,I1,QzP,MX
MRV114,105,106,I1,QzP,MX
MRV114,106,107,I1,QzP,MX
MRV114,107,108,I1,QzP,MX
MRV114,108,109,I1,QzP,MX
MRV114,109,110,I1,QzP,MX
MRV114,110,111,I1,QzP,MX
MRV114,111,112,I1,QzP,MX
MRV114,112,113,I1,QzP,MX
MRV114,113,114,I1,QzP,MX
MRV114,114,115,I1,QzP,MX
MRV114,115,116,I1,QzP,MX
MRV114,116,117,I1,QzP,MX
MRV114,117,118,I1,QzP,MX
MRV114,118,119,I1,QzP,MX
MRV114,119,120,I1,QzP,MX
MRV114,120,121,I1,QzP,MX
MRV114,121,122,I1,QzP,MX
MRV114,122,123,I1,QzP,MX
MRV114,123,124,I1,QzP,MX
MRV114,124,125,D2,AvT,MX
MRV114,125,126,D2,AvT,MX
MRV114,126,127,D2,AvT,MX
MRV114,127,128,D2,AvT,MX
MRV114,128,129,D2,AvT,MX
MRV114,129,130,D2,AvT,MX
MRV114,130,131,D2,AvT,PM
MRV114,131,132,D2,AvT,PM
MRV114,132,133,D2,AvT,PM
MRV114,133,134,D2,AvT,PM
MRV114,134,135,D2,AvT,PM
MRV114,135,136,D2,AvT,PM
MRV114,136,137,D2,AvT,PM
MRV114,137,138,D2,AvT,PM
MRV114,138,139,D2,AvT,PM
MRV114,139,140,D2,AvT,PM
MRV114,140,141,D2,AvT,PM
MRV114,141,142,D2,AvT,PM
MRV114,142,143,D2,AvT,PM
MRV114,143,144,D3,AvT,PM
MRV114,144,145,D3,AvT,PM
MRV114,145,146,D3,AvT,PM
MRV114,146,147,D3,AvT,PM
MRV114,147,148,D3,AvT,PM
MRV114,148,149,D3,AvT,PM
MRV114,149,150,D3,AvT,PM
MRV114,150,151,D3,AvT,PM
MRV114,151,152,D3,AvT,PM
MRV114,152,153,D3,AvT,PM
MRV114,153,154,D3,AvT,PM
MRV114,154,155,D3,AvT,PM
MRV114,155,156,D3,AvT,PM
MRV114,156,157,D3,AvT,PM
MRV114,157,158,D3,AvT,PM
MRV114,158,159,D3,AvT,PM
MRV114,159,160,D3,AvT,PM
MRV114,160,161,D3,AvT,PM
MRV114,161,162,D3,AvT,PM
MRV114,162,163,D3,AvT,PM
MRV114,163,164,D3,AvT,PM
MRV114,164,165,D3,AvT,PM
MRV114,165,166,D3,AvT,PM
MRV114,166,167,D3,AvT,PM
MRV114,167,168,D3,AvT,PM
MRV114,168,169,D3,AvT,PM
MRV114,169,170,D3,AvT,PM
MRV114,170,171,D3,AvT,PM
MRV114,171,172,D3,AvT,PM
MRV114,172,173,D3,AvT,PM
MRV114,173,174,D3,AvT,PM
MRV114,174,175,D3,AvT,PM
MRV114,175,176,D3,AvT,PM
MRV114,176,177,D3,AvT,PM
MRV114,177,178,D3,AvT,PM
MRV114,178,179,D3,AvT,PM
MRV114,179,180,D3,AvT,PM
MRV114,180,181,D3,AvT,PM
MRV114,181,182,D3,AvT,PM
MRV114,182,183,D3,AvT,PM
MRV114,183,184,D3,AvT,PM
MRV114,184,185,D3,AvT,PM
MRV114,185,186,D3,AvT,PM
MRV114,186,187,D3,AvT,PM
MRV114,187,188,D3,AvT,PM
MRV114,188,189,D3,AvT,PM
MRV114,189,190,D3,AvT,PM
MRV114,190,191,D3,AvT,PM
MRV114,191,192,D3,AvT,PM
MRV114,192,193,D3,AvT,PM
MRV114,193,194,D3,AvT,PM
MRV114,194,195,D3,AvT,PM
MRV114,195,196,D3,AvT,PM
MRV114,196,197,D3,AvT,PM
MRV114,197,198,D3,AvT,PM
MRV114,198,199,D3,AvT,PM
MRV114,199,200,D3,AvT,PM
MRV114,200,201,D3,AvT,PM
MRV114,201,202,D3,AvT,PM
MRV114,202,203,D3,AvT,PM
MRV114,203,204,D3,AvT,PM
MRV114,204,205,D3,AvT,PM
MRV114,205,206,D3,AvT,PM
MRV114,206,207,D3,AvT,PM
MRV114,207,208,D3,AvT,PM
MRV114,208,209,D3,AvT,PM
MRV114,209,210,D3,AvT,PM
MRV114,210,211,D3,AvT,PM
MRV114,211,212,D3,AvT,PM
MRV114,212,213,D3,AvT,PM
MRV114,213,214,D3,AvT,PM
MRV114,214,215,D3,AvT,PM
MRV114,215,216,D3,AvT,PM
MRV114,216,217,D3,AvT,PM
MRV114,217,218,D3,AvT,PM
MRV114,218,219,D3,AvT,PM
MRV114,219,220,D3,AvT,PM
MRV114,220,221,D3,AvT,PM
MRV114,221,222,D3,AvT,PM
MRV114,222,223,D3,AvT,PM
MRV114,223,224,D3,AvT,PM
MRV114,224,225,D3,AvT,PM
MRV114,225,226,D3,AvT,PM
MRV114,226,227,D3,AvT,PM
MRV114,227,228,D3,AvT,PM
MRV114,228,229,D3,AvT,PM
MRV114,229,230,D3,AvT,PM
MRV114,230,231,D3,AvT,PM
MRV114,231,232,D3,AvT,PM
MRV114,232,233,D3,AvT,PM
MRV114,233,234,D3,AvT,PM
MRV114,234,235,D3,AvT,PM
MRV114,235,236,D3,AvT,PM
MRV114,236,237,D3,AvT,PM
MRV114,237,238,D3,AvT,PM
MRV114,238,239,D3,AvT,PM
MRV114,239,240,D3,AvT,PM
MRV114,240,241,D3,AvT,PM
MRV114,241,242,D3,AvT,PM
MRV114,242,243,D3,AvT,PM
MRV114,243,244,D3,AvT,PM
MRV114,244,245,D3,AvT,PM
MRV114,245,246,D3,AvT,PM
MRV114,246,247,D3,AvT,PM
MRV114,247,248,D3,AvT,PM
MRV114,248,249,D3,AvT,PM
MRV114,249,250,D3,AvT,PM
MRV115,0,1,I1,QzP,OX
MRV115,1,2,I1,QzP,OX
MRV115,2,3,I1,QzP,OX
MRV115,3,4,I1,QzP,OX
MRV115,4,5,I1,QzP,OX
MRV115,5,6,I1,QzP,OX
MRV115,6,7,I1,QzP,OX
MRV115,7,8,I1,QzP,OX
MRV115,8,9,I1,QzP,OX
MRV115,9,10,I1,QzP,OX
MRV115,10,11,I1,QzP,OX
MRV115,11,12,I1,QzP,OX
MRV115,12,13,I1,QzP,OX
MRV115,13,14,I1,QzP,OX
MRV115,14,15,I1,QzP,OX
MRV115,15,16,I1,QzP,OX
MRV115,16,17,I1,QzP,OX
MRV115,17,18,I1,QzP,OX
MRV115,18,19,I1,QzP,OX
MRV115,19,20,I1,QzP,OX
MRV115,20,21,I1,QzP,OX
MRV115,21,22,I1,QzP,OX
MRV115,22,23,I1,QzP,OX
MRV115,23,24,I1,QzP,OX
MRV115,24,25,I1,QzP,OX
MRV115,25,26,I1,QzP,OX
MRV115,26,27,I1,QzP,OX
MRV115,27,28,I1,QzP,OX
MRV115,28,29,I1,QzP,OX
MRV115,29,30,I1,QzP,OX
MRV115,30,31,I1,QzP,OX
MRV115,31,32,I1,QzP,OX
MRV115,32,33,I1,QzP,MX
MRV115,33,34,I1,QzP,MX
MRV115,34,35,I1,QzP,MX
MRV115,35,36,I1,QzP,MX
MRV115,36,37,I1,QzP,MX
MRV115,37,38,I1,QzP,MX
MRV115,38,39,I1,QzP,MX
MRV115,39,40,I1,QzP,MX
MRV115,40,41,I1,QzP,MX
MRV115,41,42,I1,QzP,MX
MRV115,42,43,I1,QzP,MX
MRV115,43,44,I1,QzP,MX
MRV115,44,45,I1,QzP,MX
MRV115,45,46,I1,QzP,MX
MRV115,46,47,I1,QzP,MX
MRV115,47,48,I1,QzP,MX
MRV115,48,49,I1,QzP,MX
MRV115,49,50,I1,QzP,MX
MRV115,50,51,I1,QzP,MX
MRV115,51,52,I1,QzP,MX
MRV115,52,53,I1,QzP,MX
MRV115,53,54,I1,QzP,MX
MRV115,54,55,I1,QzP,MX
MRV115,55,56,I1,QzP,MX
MRV115,56,57,I1,QzP,MX
MRV115,57,58,I1,QzP,MX
MRV115,58,59,I1,QzP,MX
MRV115,59,60,I1,QzP,MX
MRV115,60,61,I1,QzP,MX
MRV115,61,62,I1,QzP,MX
MRV115,62,63,I1,QzP,MX
MRV115,63,64,I1,QzP,MX
MRV115,64,65,I1,QzP,MX
MRV115,65,66,I1,QzP,MX
MRV115,66,67,I1,QzP,MX
MRV115,67,68,I1,QzP,MX
MRV115,68,69,I1,QzP,MX
MRV115,69,70,I1,QzP,MX
MRV115,70,71,I1,QzP,MX
MRV115,71,72,I1,QzP,MX
MRV115,72,73,I1,QzP,MX
MRV115,73,74,I1,QzP,MX
MRV115,74,75,I1,QzP,MX
MRV115,75,76,I1,QzP,MX
MRV115,76,77,I1,QzP,MX
MRV115,77,78,I1,QzP,MX
MRV115,78,79,I1,QzP,MX
MRV115,79,80,I1,QzP,MX
MRV115,80,81,I1,QzP,MX
MRV115,81,82,I1,QzP,MX
MRV115,82,83,I1,QzP,MX
MRV115,83,84,I1,QzP,MX
MRV115,84,85,I1,QzP,MX
MRV115,85,86,I1,QzP,MX
MRV115,86,87,I1,QzP,MX
MRV115,87,88,I1,QzP,MX
MRV115,88,89,I1,QzP,MX
MRV115,89,90,I1,QzP,MX
MRV115,90,91,I1,QzP,MX
MRV115,91,92,I1,QzP,MX
MRV115,92,93,I1,QzP,MX
MRV115,93,94,I1,QzP,MX
MRV115,94,95,I1,QzP,MX
MRV115,95,96,I1,QzP,MX
MRV115,96,97,I1,QzP,MX
MRV115,97,98,I1,QzP,MX
MRV115,98,99,I1,QzP,MX
MRV115,99,100,I1,QzP,MX
MRV115,100,101,I1,QzP,MX
MRV115,101,102,I1,QzP,MX
MRV115,102,103,I1,QzP,MX
MRV115,103,104,I1,QzP,MX
MRV115,104,105,I1,QzP,MX
MRV115,105,106,I1,QzP,MX
MRV115,106,107,I1,QzP,MX
MRV115,107,108,I1,QzP,MX
MRV115,108,109,I1,QzP,MX
MRV115,109,110,I1,QzP,MX
MRV115,110,111,I1,QzP,MX
MRV115,111,112,I1,QzP,MX
MRV115,112,113,I1,QzP,MX
MRV115,113,114,I1,QzP,MX
MRV115,114,115,I1,QzP,MX
MRV115,115,116,I1,QzP,MX
MRV115,116,117,I1,QzP,MX
MRV115,117,118,I1,QzP,MX
MRV115,118,119,I1,QzP,MX
MRV115,119,120,I1,QzP,MX
MRV115,120,121,I1,QzP,MX
MRV115,121,122,I1,QzP,MX
MRV115,122,123,I1,QzP,MX
MRV115,123,124,I1,QzP,MX
MRV115,124,125,I1,QzP,MX
MRV115,125,126,I1,QzP,MX
MRV115,126,127,I1,QzP,MX
MRV115,127,128,I1,QzP,MX
MRV115,128,129,I1,QzP,MX
MRV115,129,130,I1,QzP,MX
MRV115,130,131,I1,QzP,MX
MRV115,131,132,I1,QzP,MX
MRV115,132,133,I1,QzP,MX
MRV115,133,134,I1,QzP,MX
MRV115,134,135,I1,QzP,MX
MRV115,135,136,I1,QzP,MX
MRV115,136,137,I1,QzP,MX
MRV115,137,138,I1,QzP,MX
MRV115,138,139,I1,QzP,MX
MRV115,139,140,I1,QzP,MX
MRV115,140,141,I1,QzP,MX
MRV115,141,142,I1,QzP,MX
MRV115,142,143,I1,QzP,MX
MRV115,143,144,I1,QzP,MX
MRV115,144,145,I1,QzP,MX
MRV115,145,146,I1,QzP,MX
MRV115,146,147,I1,QzP,MX
MRV115,147,148,I1,QzP,MX
MRV115,148,149,D2,AvT,MX
MRV115,149,150,D3,AvT,MX
MRV115,150,151,D3,AvT,MX
MRV115,151,152,D3,AvT,MX
MRV115,152,153,D3,AvT,MX
MRV115,153,154,D3,AvT,MX
MRV115,154,155,D3,AvT,MX
MRV115,155,156,D3,AvT,MX
MRV115,156,157,D3,AvT,MX
MRV115,157,158,D3,AvT,MX
MRV115,158,159,D3,AvT,MX
MRV115,159,160,D3,AvT,MX
MRV115,160,161,D3,AvT,MX
MRV115,161,162,D3,AvT,MX
MRV115,162,163,D3,AvT,MX
MRV115,163,164,D3,AvT,PM
MRV115,164,165,D3,AvT,PM
MRV115,165,166,D3,AvT,PM
MRV115,166,167,D3,AvT,PM
MRV115,167,168,D3,AvT,PM
MRV115,168,169,D3,AvT,PM
MRV115,169,170,D3,AvT,PM
MRV115,170,171,D3,AvT,PM
MRV115,171,172,D3,AvT,PM
MRV115,172,173,D3,AvT,PM
MRV115,173,174,D3,AvT,PM
MRV115,174,175,D3,AvT,PM
MRV115,175,176,D3,AvT,PM
MRV115,176,177,D3,AvT,PM
MRV115,177,178,D3,AvT,PM
MRV115,178,179,D3,AvT,PM
MRV115,179,180,D3,AvT,PM
MRV115,180,181,D3,AvT,PM
MRV115,181,182,D3,AvT,PM
MRV115,182,183,D3,AvT,PM
MRV115,183,184,D3,AvT,PM
MRV115,184,185,D3,AvT,PM
MRV115,185,186,D3,AvT,PM
MRV115,186,187,D3,AvT,PM
MRV115,187,188,D3,AvT,PM
MRV115,188,189,D3,AvT,PM
MRV115,189,190,D3,AvT,PM
MRV115,190,191,D3,AvT,PM
MRV115,191,192,D3,AvT,PM
MRV115,192,193,D3,AvT,PM
MRV115,193,194,D3,AvT,PM
MRV115,194,195,D3,AvT,PM
MRV115,195,196,D3,AvT,PM
MRV115,196,197,D3,AvT,PM
MRV115,197,198,D3,AvT,PM
MRV115,198,199,D3,AvT,PM
MRV115,199,200,D3,AvT,PM
MRV115,200,201,D3,AvT,PM
MRV115,201,202,D3,AvT,PM
MRV115,202,203,D3,AvT,PM
MRV115,203,204,D3,AvT,PM
MRV115,204,205,D3,AvT,PM
MRV115,205,206,D3,AvT,PM
MRV115,206,207,D3,AvT,PM
MRV115,207,208,D3,AvT,PM
MRV115,208,209,D3,AvT,PM
MRV115,209,210,D3,AvT,PM
MRV115,210,211,D3,AvT,PM
MRV115,211,212,D3,AvT,PM
MRV115,212,213,D3,AvT,PM
MRV115,213,214,D3,AvT,PM
MRV115,214,215,D3,AvT,PM
MRV115,215,216,D3,AvT,PM
MRV115,216,217,D3,AvT,PM
MRV115,217,218,D3,AvT,PM
MRV115,218,219,D3,AvT,PM
MRV115,219,220,D3,AvT,PM
MRV115,220,221,D3,AvT,PM
MRV115,221,222,D3,AvT,PM
MRV115,222,223,D3,AvT,PM
MRV115,223,224,D3,AvT,PM
MRV115,224,225,D3,AvT,PM
MRV115,225,226,D3,AvT,PM
MRV115,226,227,D3,AvT,PM
MRV115,227,228,D3,AvT,PM
MRV115,228,229,D3,AvT,PM
MRV115,229,230,D3,AvT,PM
MRV115,230,231,D3,AvT,PM
MRV115,231,232,D3,AvT,PM
MRV115,232,233,D3,AvT,PM
MRV115,233,234,D3,AvT,PM
MRV115,234,235,D3,AvT,PM
